alumni_ID,first_name,last_name,contact_date,status,need,notes
1064,Neille,Keemer,3/12/2015,Good,Yes,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
1065,Eddie,Szymonwicz,6/2/2016,Bad,,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
1066,Auguste,Ranstead,5/2/2018,Bad,,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
1067,Gerda,O'Cosgra,4/1/2015,Struggling,,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo."
1068,Anita,Dinkin,8/16/2018,Good,,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
1069,Penny,Twinborough,2/2/2017,Good,Yes,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
1070,Melonie,Dignall,10/12/2016,Struggling,,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
1071,Donal,Menary,10/31/2017,Bad,,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
1072,Davin,Bonnell,8/31/2018,Struggling,,Proin eu mi. Nulla ac enim.
1073,Misty,Adhams,4/4/2015,Good,,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
1074,Jaquith,Linley,4/9/2017,Good,,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
1075,Magdalena,Haycraft,10/21/2015,Struggling,,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
1076,Roth,Robyns,5/21/2016,Bad,,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
1077,Gerhard,Hengoed,2/19/2015,Bad,Yes,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
1078,Pammi,Dury,9/21/2017,Good,,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
1079,Ted,Mussilli,8/16/2018,Good,,Nullam varius. Nulla facilisi.
1080,Travis,Fateley,8/17/2018,Struggling,,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
1081,Gabi,Tregea,6/8/2020,Good,Yes,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
1082,Jany,Pfeffle,3/26/2019,Good,,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
1083,Cleavland,Deller,4/10/2018,Good,,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
1084,Dacy,Dargue,6/4/2017,Good,,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
1085,Rey,McSaul,11/2/2018,Good,,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
1086,Rossie,Hanniger,10/12/2020,Struggling,,In congue. Etiam justo.
1087,Kirbee,Farbrother,10/11/2019,Struggling,,Aenean sit amet justo. Morbi ut odio.
1088,Gerry,Antecki,11/6/2015,Good,Yes,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
1089,Karin,Curl,12/2/2018,Bad,,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
1090,Kirby,Siberry,10/6/2015,Struggling,,Phasellus sit amet erat. Nulla tempus.
1091,Germaine,Grigson,4/22/2018,Bad,,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
1092,Wilt,Elger,5/9/2017,Struggling,,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
1093,Rhea,Poyzer,1/14/2021,Bad,,"Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante."
1094,Blair,Clewlowe,6/12/2015,Struggling,,Morbi a ipsum. Integer a nibh.
1095,Nerissa,Brandone,6/23/2019,Struggling,,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
1096,Debbie,McGeachey,4/20/2019,Struggling,,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
1097,Levy,Leborgne,6/29/2017,Good,,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede."
1098,Juana,Gear,4/9/2015,Struggling,,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
1099,Editha,Cromwell,5/8/2020,Good,,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.
1100,Roobbie,McCrone,6/21/2020,Good,,Praesent blandit. Nam nulla.
1001,Raquela,Woolham,11/15/2019,Bad,,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
1002,Selinda,Nice,2/20/2018,Good,,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
1003,Fransisco,Roakes,12/4/2015,Bad,,Morbi non quam nec dui luctus rutrum. Nulla tellus.
1004,Ives,Proschek,5/26/2017,Good,,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
1005,Verene,Moreing,3/11/2018,Good,,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
1006,Giacinta,Stenbridge,9/26/2016,Good,,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
1007,Smitty,Aldin,4/15/2016,Struggling,,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
1008,Breena,Coulbeck,1/1/2018,Struggling,,Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
1009,Linnell,Burgher,4/8/2017,Bad,,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.
1010,Kristos,Bloor,11/8/2016,Good,Yes,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
1011,Schuyler,Gloster,3/10/2021,Good,,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
1012,Rollo,Osment,1/10/2021,Struggling,,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
1013,Jamal,Lorant,6/11/2017,Bad,Yes,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.
1014,Benedikta,Scholey,4/18/2017,Struggling,,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
1015,Shina,Gash,7/3/2016,Good,,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est."
1016,Kaia,Hatherleigh,12/5/2020,Bad,,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
1017,Torrie,Donlon,5/10/2015,Struggling,,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
1018,Rheba,Duester,10/1/2020,Good,,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
1019,Hanni,Speeks,7/10/2019,Good,Yes,Etiam faucibus cursus urna. Ut tellus.
1020,Imogene,Hamal,4/24/2018,Struggling,,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
1021,Cortie,Bownd,1/21/2020,Bad,,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
1022,Dorice,Malenoir,6/1/2015,Struggling,,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
1023,Edita,Aspel,10/19/2018,Struggling,,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
1024,Birgitta,Maude,11/24/2018,Good,,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.
1025,Ike,McGaw,7/17/2016,Good,,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
1026,Ephrem,Edlington,12/9/2018,Bad,Yes,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
1027,Joachim,Hulme,4/5/2016,Good,,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
1028,Thebault,Phelips,2/15/2016,Struggling,,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
1029,Berkly,Wane,10/22/2018,Good,,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
1030,Brigid,Battista,4/6/2016,Bad,,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
1031,Berri,MacInerney,12/18/2016,Struggling,,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
1032,Herculie,Paulmann,8/7/2019,Struggling,,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
1033,Lincoln,Bennike,10/10/2015,Good,,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
1034,Cad,de Guerre,10/25/2016,Bad,,In sagittis dui vel nisl. Duis ac nibh.
1035,Tedman,Keese,10/25/2017,Struggling,,Aenean sit amet justo. Morbi ut odio.
1036,Reynard,Staning,5/17/2015,Bad,,Sed ante. Vivamus tortor. Duis mattis egestas metus.
1037,Pearline,Bearward,6/16/2016,Good,,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
1038,Abbe,Anthonies,5/5/2019,Bad,,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.
1039,Giustina,Brownlee,2/19/2021,Struggling,,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
1040,Omar,Tadman,2/24/2015,Good,,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
1041,Virginie,Robbins,2/17/2016,Struggling,,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
1042,Vevay,McCorkell,6/29/2020,Bad,,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
1043,Nerty,MacMeeking,7/10/2016,Good,,Aenean lectus. Pellentesque eget nunc.
1044,Constantin,Rubinowicz,4/19/2017,Struggling,,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
1045,Cornie,Bagg,3/25/2016,Bad,,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
1046,Brnaby,Pirri,5/9/2018,Bad,,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
1047,Leeann,Wetherby,8/4/2019,Struggling,,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
1048,Orelia,Whistan,12/15/2017,Bad,,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum."
1049,Kenna,Leithgoe,1/5/2021,Struggling,,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
1050,Wilfred,Rottenbury,7/29/2020,Struggling,Yes,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.
1051,Olvan,Sedgmond,6/2/2020,Struggling,Yes,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl."
1052,Garik,Duly,11/7/2019,Struggling,,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
1053,Antonio,Grandison,3/22/2017,Bad,,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
1054,Ingemar,Imason,5/6/2015,Struggling,,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum."
1055,Alfy,Cullivan,12/5/2016,Struggling,,Donec dapibus. Duis at velit eu est congue elementum.
1056,Maighdiln,Lamperd,8/12/2016,Struggling,,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
1057,Thornie,Yelden,4/20/2015,Struggling,,Nullam molestie nibh in lectus. Pellentesque at nulla.
1058,Aime,Searby,2/2/2016,Bad,,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.
1059,Frederik,Gartenfeld,6/10/2016,Bad,,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
1060,Kendricks,Hubback,12/17/2019,Struggling,Yes,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
1061,Davida,Douberday,5/19/2016,Struggling,,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
1062,Lezlie,Stobart,5/3/2019,Good,,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.
1063,Hartwell,Lamke,11/19/2017,Struggling,,Nullam varius. Nulla facilisi.
1064,Neille,Keemer,2/18/2020,Struggling,Yes,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
1065,Eddie,Szymonwicz,7/3/2019,Bad,,Nunc rhoncus dui vel sem. Sed sagittis.
1066,Auguste,Ranstead,10/24/2016,Bad,,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
1067,Gerda,O'Cosgra,9/19/2016,Good,,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
1068,Anita,Dinkin,7/31/2017,Bad,,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
1069,Penny,Twinborough,4/23/2020,Bad,,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
1070,Melonie,Dignall,9/18/2018,Bad,,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
1071,Donal,Menary,10/11/2019,Bad,,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
1072,Davin,Bonnell,1/12/2015,Good,,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
1073,Misty,Adhams,3/2/2021,Struggling,,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
1074,Jaquith,Linley,5/31/2015,Good,,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
1075,Magdalena,Haycraft,5/9/2015,Good,Yes,Donec posuere metus vitae ipsum. Aliquam non mauris.
1076,Roth,Robyns,12/26/2016,Bad,Yes,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
1077,Gerhard,Hengoed,4/28/2016,Good,,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
1078,Pammi,Dury,10/1/2016,Good,,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
1079,Ted,Mussilli,11/3/2017,Struggling,,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo."
1080,Travis,Fateley,6/16/2017,Bad,,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
1081,Gabi,Tregea,8/25/2017,Good,,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
1082,Jany,Pfeffle,12/22/2018,Good,,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
1083,Cleavland,Deller,1/25/2016,Bad,,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
1084,Dacy,Dargue,11/26/2018,Struggling,,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
1085,Rey,McSaul,4/13/2016,Struggling,,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
1086,Rossie,Hanniger,7/21/2017,Struggling,,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
1087,Kirbee,Farbrother,6/30/2016,Bad,,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
1088,Gerry,Antecki,6/10/2017,Bad,,Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui.
1089,Karin,Curl,12/1/2015,Good,,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
1090,Kirby,Siberry,12/18/2019,Struggling,,Nulla nisl. Nunc nisl.
1091,Germaine,Grigson,5/22/2018,Good,,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
1092,Wilt,Elger,7/9/2015,Bad,Yes,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
1093,Rhea,Poyzer,8/21/2015,Struggling,,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
1094,Blair,Clewlowe,2/14/2015,Struggling,Yes,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
1095,Nerissa,Brandone,9/21/2017,Bad,,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
1096,Debbie,McGeachey,1/23/2019,Bad,Yes,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
1097,Levy,Leborgne,11/28/2019,Bad,Yes,Fusce consequat. Nulla nisl. Nunc nisl.
1098,Juana,Gear,1/11/2016,Good,,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
1099,Editha,Cromwell,11/23/2020,Good,,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
1100,Roobbie,McCrone,11/16/2015,Good,,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
1001,Raquela,Woolham,7/1/2015,Struggling,,Nunc rhoncus dui vel sem. Sed sagittis.
1002,Selinda,Nice,9/17/2020,Bad,Yes,In congue. Etiam justo. Etiam pretium iaculis justo.
1003,Fransisco,Roakes,3/28/2016,Good,,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
1004,Ives,Proschek,3/22/2017,Good,,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
1005,Verene,Moreing,3/21/2019,Good,Yes,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.
1006,Giacinta,Stenbridge,10/13/2018,Bad,,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
1007,Smitty,Aldin,10/16/2019,Bad,,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
1008,Breena,Coulbeck,10/12/2019,Struggling,,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.
1009,Linnell,Burgher,1/26/2021,Bad,,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.
1010,Kristos,Bloor,8/7/2016,Struggling,,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
1011,Schuyler,Gloster,12/13/2020,Struggling,,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.
1012,Rollo,Osment,3/9/2015,Bad,,Etiam faucibus cursus urna. Ut tellus.
1013,Jamal,Lorant,9/21/2019,Struggling,,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
1014,Benedikta,Scholey,7/26/2016,Good,,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.
1015,Shina,Gash,3/15/2020,Good,,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.
1016,Kaia,Hatherleigh,5/15/2015,Good,,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
1017,Torrie,Donlon,9/13/2020,Struggling,,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
1018,Rheba,Duester,4/24/2018,Good,,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
1019,Hanni,Speeks,8/6/2018,Good,,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus."
1020,Imogene,Hamal,11/3/2015,Good,,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
1021,Cortie,Bownd,5/17/2016,Struggling,Yes,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
1022,Dorice,Malenoir,10/27/2015,Bad,,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
1023,Edita,Aspel,3/22/2016,Good,,Suspendisse potenti. Cras in purus eu magna vulputate luctus.
1024,Birgitta,Maude,5/30/2018,Good,Yes,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
1025,Ike,McGaw,7/10/2016,Bad,Yes,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
1026,Ephrem,Edlington,6/14/2016,Good,,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend."
